Fare,PassengerId,Pclass,Survived,FamilySize,Child,Sex_0,Sex_1,Embarked_C,Embarked_Q,Embarked_S,Name_0,Name_1,Name_2,Name_3,Name_4,Name_5
0.014151057562208049,1,3,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0
0.13913573538264068,2,1,1.0,1,0,1,0,1,0,0,0,0,0,1,0,0
0.015468569817999833,3,3,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0
0.10364429745562033,4,1,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0
0.015712553569072387,5,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.01650950209357577,6,3,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0
0.10122885832000206,7,1,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.04113566043083236,8,3,0.0,4,1,0,1,0,0,1,1,0,0,0,0,0
0.021730754366528396,9,3,1.0,2,0,1,0,0,0,1,0,0,0,1,0,0
0.058694292654020104,10,2,1.0,1,0,1,0,1,0,0,0,0,0,1,0,0
0.03259622914329302,11,3,1.0,2,1,1,0,0,0,1,0,1,0,0,0,0
0.051822148727810165,12,1,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0
0.015712553569072387,13,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.06104473451835265,14,3,0.0,6,0,0,1,0,0,1,0,0,1,0,0,0
0.015330377421392339,15,3,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0
0.03122992013728673,16,2,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.056848213999904744,17,3,0.0,5,1,0,1,0,1,0,1,0,0,0,0,0
0.025374310111545468,18,2,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.03513366015444757,19,3,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0
0.014102260811993537,20,3,1.0,0,0,1,0,1,0,0,0,0,0,1,0,0
0.050748620223090936,21,2,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.025374310111545468,22,2,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.015671954672893913,23,3,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0
0.06929138530460492,24,1,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.04113566043083236,25,3,0.0,4,1,1,0,0,0,1,0,1,0,0,0,0
0.061264319894317944,26,3,1.0,6,0,1,0,0,0,1,0,0,0,1,0,0
0.014102260811993537,27,3,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0
0.5133418122566505,28,1,0.0,5,0,0,1,0,0,1,0,0,1,0,0,0
0.01537917417160685,29,3,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0
0.015411575213749284,30,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.05410739813385612,31,1,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0
0.2859895551532101,32,1,1.0,1,0,1,0,1,0,0,0,0,0,1,0,0
0.015126992566498259,33,3,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0
0.020494635090094415,34,2,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.16038672010106,35,1,0.0,1,0,0,1,1,0,0,0,0,1,0,0,0
0.10149724044618187,36,1,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0
0.014110458666029575,37,3,1.0,0,0,0,1,1,0,0,0,0,1,0,0,0
0.015712553569072387,38,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.03513366015444757,39,3,0.0,2,0,1,0,0,0,1,0,1,0,0,0,0
0.021942337075458514,40,3,1.0,1,0,1,0,1,0,0,0,1,0,0,0,0
0.018493968331299484,41,3,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0
0.04098927018018883,42,2,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0
0.015411575213749284,43,3,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0
0.08115719346076702,44,2,1.0,3,1,1,0,1,0,0,0,1,0,0,0,0
0.01537917417160685,45,3,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0
0.015712553569072387,46,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.030253985132996517,47,3,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0
0.015126992566498259,48,3,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0
0.04231498029001666,49,3,0.0,2,0,0,1,1,0,0,0,0,1,0,0,0
0.034743286152731485,50,3,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0
0.07746484096553544,51,3,0.0,5,1,0,1,0,0,1,1,0,0,0,0,0
0.01522458606692728,52,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.1497654242623688,53,1,1.0,1,0,1,0,1,0,0,0,0,0,1,0,0
0.050748620223090936,54,2,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0
0.1209753416358076,55,1,0.0,1,0,0,1,1,0,0,0,0,1,0,0,0
0.06929138530460492,56,1,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.020494635090094415,57,2,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0
0.014110458666029575,58,3,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0
0.05416439273810667,59,2,1.0,3,1,1,0,0,0,1,0,1,0,0,0,0
0.09154270340242172,60,3,0.0,7,1,0,1,0,0,1,1,0,0,0,0,0
0.014110458666029575,61,3,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0
0.15614960068643363,62,1,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0
0.16293234896625058,63,1,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0
0.05445717323939373,64,3,0.0,5,1,0,1,0,0,1,1,0,0,0,0,0
0.05410739813385612,65,1,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0
0.029757819776815374,66,3,1.0,2,0,0,1,1,0,0,1,0,0,0,0,0
0.020494635090094415,67,2,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.015923941091001644,68,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.015468569817999833,69,3,1.0,6,0,1,0,0,0,1,0,1,0,0,0,0
0.016908073949327893,70,3,0.0,2,0,0,1,0,0,1,0,0,1,0,0,0
0.020494635090094415,71,2,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.09154270340242172,72,3,0.0,7,0,1,0,0,0,1,0,1,0,0,0,0
0.1434624456306609,73,2,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.028212719478023115,74,3,0.0,1,0,0,1,1,0,0,0,0,1,0,0,0
0.11027245763075773,75,3,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.014931805565640218,76,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.015411575213749284,77,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.015712553569072387,78,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.056604230248832196,79,2,1.0,2,1,0,1,0,0,1,1,0,0,0,0,0
0.024349578357040744,80,3,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0
0.017566830077223785,81,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.018542765081513996,82,3,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.015200187691820024,83,3,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0
0.09193307740413781,84,1,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.020494635090094415,85,2,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0
0.030937139635999665,86,3,1.0,3,0,1,0,0,0,1,0,0,0,1,0,0
0.06709553154495196,87,3,0.0,4,0,0,1,0,0,1,0,0,1,0,0,0
0.015712553569072387,88,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.5133418122566505,89,1,1.0,5,0,1,0,0,0,1,0,1,0,0,0,0
0.015712553569072387,90,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.015712553569072387,91,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.015330377421392339,92,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.11940564777490723,93,1,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0
0.04015972542654215,94,3,0.0,3,0,0,1,0,0,1,0,0,1,0,0,0
0.014151057562208049,95,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.015712553569072387,96,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.06764049365134761,97,1,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0
0.12366716556464086,98,1,1.0,1,0,0,1,1,0,0,0,0,1,0,0,0
0.04489301019734967,99,2,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0
0.050748620223090936,100,2,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0
0.015411575213749284,101,3,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0
0.015411575213749284,102,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.15085515328815924,103,1,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0
0.016891873428256675,104,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.015468569817999833,105,3,0.0,2,0,0,1,0,0,1,0,0,1,0,0,0
0.015411575213749284,106,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.014931805565640218,107,3,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0
0.015175789316712771,108,3,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.015411575213749284,109,3,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0
